team,event_type,gh_time,global_id,student,sprint
t03,commit,2024-04-24T18:27:25Z,g077,t03_s05,Sprint 3
t03,commit,2024-04-24T17:22:23Z,g077,t03_s05,Sprint 3
t03,commit,2024-04-24T17:17:04Z,g077,t03_s05,Sprint 3
t03,commit,2024-04-24T17:14:43Z,g077,t03_s05,Sprint 3
t03,commit,2024-04-24T14:31:53Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-24T14:21:13Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-24T12:49:35Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-24T12:22:57Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-23T21:57:00Z,g077,t03_s05,Sprint 3
t03,commit,2024-04-23T21:46:50Z,g077,t03_s05,Sprint 3
t03,commit,2024-04-23T20:52:54Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-23T04:44:07Z,g031,t03_s02,Sprint 3
t03,commit,2024-04-19T21:13:31Z,g031,t03_s02,Sprint 3
t03,commit,2024-04-17T21:40:18Z,g063,t03_s03,Sprint 3
t03,commit,2024-04-17T20:13:59Z,g063,t03_s03,Sprint 3
t03,commit,2024-04-17T17:42:02Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-17T17:17:08Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-16T06:09:10Z,g031,t03_s02,Sprint 3
t03,commit,2024-04-15T20:51:10Z,g031,t03_s02,Sprint 3
t03,commit,2024-04-11T20:17:22Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-11T19:52:51Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-10T17:29:20Z,g001,t03_s01,Sprint 3
t03,commit,2024-04-09T20:22:11Z,g076,t03_s04,Sprint 3
t03,commit,2024-04-03T23:37:22Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-03T19:32:15Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T19:30:48Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T19:26:16Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T19:07:02Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T18:33:25Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T17:53:35Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T17:44:23Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T17:41:21Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T17:41:06Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T17:40:19Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T17:38:13Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T17:31:01Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T17:28:42Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T17:19:18Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T17:16:51Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T17:00:02Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T16:52:26Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T16:16:18Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-03T15:54:47Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-03T15:26:51Z,g076,t03_s04,Sprint 2
t03,commit,2024-04-03T15:20:08Z,g076,t03_s04,Sprint 2
t03,commit,2024-04-03T15:16:39Z,g076,t03_s04,Sprint 2
t03,commit,2024-04-03T04:50:08Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-03T04:28:12Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-02T21:16:55Z,g063,t03_s03,Sprint 2
t03,commit,2024-04-02T19:52:26Z,g063,t03_s03,Sprint 2
t03,commit,2024-04-02T19:44:21Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-02T19:33:40Z,g076,t03_s04,Sprint 2
t03,commit,2024-04-02T19:23:38Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-02T19:17:32Z,g076,t03_s04,Sprint 2
t03,commit,2024-04-02T18:39:29Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-02T18:24:29Z,g063,t03_s03,Sprint 2
t03,commit,2024-04-01T23:27:09Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-02T15:12:13Z,g076,t03_s04,Sprint 2
t03,commit,2024-04-02T06:47:49Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-02T06:38:17Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-02T06:32:05Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-02T06:19:46Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-02T06:12:00Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-02T05:21:56Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-01T23:19:23Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-01T23:16:15Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-01T22:24:47Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-01T22:20:09Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-01T21:57:02Z,g031,t03_s02,Sprint 2
t03,commit,2024-04-01T20:16:53Z,g076,t03_s04,Sprint 2
t03,commit,2024-04-01T20:11:00Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-01T19:27:42Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-01T19:23:26Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-01T19:07:04Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-01T19:03:52Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-01T18:35:35Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-01T16:09:43Z,g077,t03_s05,Sprint 2
t03,commit,2024-04-01T02:02:10Z,g001,t03_s01,Sprint 2
t03,commit,2024-04-01T01:50:52Z,g001,t03_s01,Sprint 2
t03,commit,2024-03-31T21:57:06Z,g077,t03_s05,Sprint 2
t03,commit,2024-03-31T21:46:17Z,g076,t03_s04,Sprint 2
t03,commit,2024-03-30T19:31:57Z,g063,t03_s03,Sprint 2
t03,commit,2024-03-29T18:50:07Z,g001,t03_s01,Sprint 2
t03,commit,2024-03-29T18:41:03Z,g001,t03_s01,Sprint 2
t03,commit,2024-03-29T18:12:32Z,g077,t03_s05,Sprint 2
t03,commit,2024-03-29T18:09:26Z,g077,t03_s05,Sprint 2
t03,commit,2024-03-29T05:27:42Z,g001,t03_s01,Sprint 2
t03,commit,2024-03-27T19:10:35Z,g031,t03_s02,Sprint 2
t03,commit,2024-03-27T19:03:59Z,g077,t03_s05,Sprint 2
