team,event_type,gh_time,global_id,student,sprint
t06,issue_opened,2024-02-26T22:49:44Z,g053,t06_s02,Sprint 1
t06,issue_opened,2024-02-26T22:34:09Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-26T22:29:30Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-26T22:02:50Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-26T10:11:46Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-25T21:56:54Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-25T21:56:28Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-25T21:56:03Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-25T19:40:01Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-25T19:34:15Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-25T19:30:51Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-25T08:00:55Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-24T21:40:22Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-24T21:40:15Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-24T21:39:36Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-24T07:55:30Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-23T22:47:02Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-22T21:22:09Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-22T21:21:46Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-22T21:01:39Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-22T19:39:43Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-22T18:52:19Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-22T18:51:55Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-22T18:51:10Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-22T17:31:01Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-22T17:30:47Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-22T17:30:37Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-22T17:05:00Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-22T17:04:38Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-22T15:08:18Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-21T08:45:35Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-21T01:26:55Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-21T01:26:48Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-21T01:26:40Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T13:08:33Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-20T02:07:28Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-20T02:07:03Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-20T00:29:00Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-20T00:26:14Z,g094,t06_s05,Sprint 1
t06,issue_opened,2024-02-20T00:24:56Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:24:33Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:24:21Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:24:10Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:23:58Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:23:45Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:22:40Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:22:36Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:22:26Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:21:48Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:21:43Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-20T00:21:38Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-19T23:32:18Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-19T23:32:08Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-19T23:31:59Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-19T16:52:07Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-19T01:26:39Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-19T01:25:34Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-19T01:25:18Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-19T00:43:34Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-19T00:42:54Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-19T00:42:34Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-18T23:18:03Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-18T22:28:58Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-18T22:11:19Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-18T21:47:19Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-17T22:20:18Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-17T22:20:09Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-17T22:19:55Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-17T21:42:01Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-17T19:54:20Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-17T19:53:21Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-16T05:02:25Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-15T21:41:40Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-15T21:41:16Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-15T21:26:02Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-15T21:25:36Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-15T05:13:21Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-15T05:13:06Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-15T05:12:57Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-15T04:30:43Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-15T04:30:25Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-15T04:30:09Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-13T18:57:09Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-13T18:56:53Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-13T18:56:40Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-12T23:43:46Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-12T23:10:01Z,g052,t06_s01,Sprint 1
t06,issue_opened,2024-02-12T19:01:53Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-12T19:01:37Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-12T19:00:59Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-12T18:43:16Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-11T22:26:21Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-11T22:26:08Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-11T22:25:57Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-11T22:02:16Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-11T22:01:55Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-11T22:01:36Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-11T19:11:42Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-11T19:11:18Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-11T19:10:23Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-11T19:08:41Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-11T19:07:47Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-11T19:05:11Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-11T19:04:38Z,g081,t06_s04,Sprint 1
t06,issue_opened,2024-02-10T21:19:05Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-10T21:18:51Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-10T21:18:37Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-10T21:15:47Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-10T21:00:28Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-06T05:07:43Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-02-02T05:03:07Z,g073,t06_s03,Sprint 1
t06,issue_opened,2024-01-31T00:55:45Z,g094,t06_s05,Sprint 1
t06,pr_opened,2024-05-02T22:31:38Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-05-02T23:18:23Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T22:23:15Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-05-02T21:48:26Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-05-02T22:03:47Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-05-02T21:38:53Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-05-02T21:40:33Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T21:04:14Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-05-02T20:55:35Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-05-02T20:43:47Z,g052,t06_s01,Sprint 3
t06,pr_review,2024-05-02T20:53:50Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-05-02T20:42:44Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T20:41:16Z,g081,t06_s04,Sprint 3
t06,pr_opened,2024-05-02T20:21:57Z,g081,t06_s04,Sprint 3
t06,pr_review,2024-05-02T20:23:38Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T20:15:54Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-05-02T20:07:45Z,g081,t06_s04,Sprint 3
t06,pr_opened,2024-05-02T19:36:57Z,g094,t06_s05,Sprint 3
t06,pr_review,2024-05-02T19:37:50Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T18:56:16Z,g094,t06_s05,Sprint 3
t06,pr_review,2024-05-02T19:38:19Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T12:20:16Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T10:33:43Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T09:47:29Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T06:36:03Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-05-02T06:38:57Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T06:04:44Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-05-02T06:23:31Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-02T03:25:27Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-05-01T23:13:52Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-05-02T00:47:34Z,g081,t06_s04,Sprint 3
t06,pr_opened,2024-05-01T17:54:01Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-01T17:29:08Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-05-01T05:31:31Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-05-01T05:44:39Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-01T05:04:04Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-05-01T15:59:20Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-05-01T03:59:34Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-05-01T16:11:42Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-05-01T16:38:26Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-05-01T02:42:18Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-04-30T21:54:17Z,g081,t06_s04,Sprint 3
t06,pr_review,2024-05-01T01:16:26Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-30T21:41:42Z,g081,t06_s04,Sprint 3
t06,pr_opened,2024-04-30T21:16:11Z,g081,t06_s04,Sprint 3
t06,pr_review,2024-04-30T21:30:30Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-30T20:31:02Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-30T20:38:34Z,g094,t06_s05,Sprint 3
t06,pr_review,2024-04-30T21:05:19Z,g081,t06_s04,Sprint 3
t06,pr_opened,2024-04-30T18:33:19Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-30T18:05:04Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-04-30T19:45:15Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-04-30T17:38:40Z,g052,t06_s01,Sprint 3
t06,pr_review,2024-04-30T20:07:08Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-30T16:41:57Z,g094,t06_s05,Sprint 3
t06,pr_review,2024-04-30T17:06:54Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-04-29T19:47:22Z,g081,t06_s04,Sprint 3
t06,pr_opened,2024-04-29T18:07:10Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-04-29T18:43:14Z,g081,t06_s04,Sprint 3
t06,pr_opened,2024-04-29T02:18:19Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-04-29T17:11:31Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-04-29T02:17:42Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-29T01:29:44Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-29T02:19:32Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-04-29T01:05:49Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-29T02:41:14Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-04-28T20:34:18Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-04-28T23:13:20Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-28T20:16:10Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-04-28T23:13:00Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-28T04:54:00Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-28T06:06:27Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-04-29T13:24:37Z,g052,t06_s01,Sprint 3
t06,pr_review,2024-04-29T17:10:11Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-04-27T19:54:55Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-04-26T18:39:41Z,g052,t06_s01,Sprint 3
t06,pr_review,2024-04-26T20:44:17Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-26T05:42:28Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-27T00:15:34Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-04-26T05:27:10Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-25T17:27:31Z,g094,t06_s05,Sprint 3
t06,pr_review,2024-04-25T21:03:59Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-24T23:19:40Z,g081,t06_s04,Sprint 3
t06,pr_review,2024-04-25T08:51:34Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-23T18:46:10Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-04-23T01:30:33Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-22T22:14:56Z,g081,t06_s04,Sprint 3
t06,pr_review,2024-04-22T23:37:00Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-22T21:54:54Z,g081,t06_s04,Sprint 3
t06,pr_review,2024-04-22T23:35:16Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-22T20:28:47Z,g081,t06_s04,Sprint 3
t06,pr_review,2024-04-22T23:29:26Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-22T19:53:34Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-04-22T19:47:02Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-04-22T19:39:14Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-04-22T19:23:44Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-04-22T13:32:43Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-04-22T05:30:33Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-22T13:03:42Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-04-20T19:15:38Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-21T16:39:56Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-04-20T19:08:49Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-22T13:03:59Z,g094,t06_s05,Sprint 3
t06,pr_opened,2024-04-19T03:13:47Z,g094,t06_s05,Sprint 3
t06,pr_review,2024-04-20T18:26:19Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-18T20:10:56Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-04-17T18:45:42Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-04-15T03:56:18Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-15T16:10:08Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-04-15T01:45:30Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-15T16:06:41Z,g053,t06_s02,Sprint 3
t06,pr_opened,2024-04-12T18:33:56Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-04-14T06:20:28Z,g073,t06_s03,Sprint 3
t06,pr_review,2024-04-18T20:26:09Z,g052,t06_s01,Sprint 3
t06,pr_opened,2024-04-09T22:36:08Z,g053,t06_s02,Sprint 3
t06,pr_review,2024-04-12T03:42:08Z,g073,t06_s03,Sprint 3
t06,pr_opened,2024-04-04T01:03:52Z,g052,t06_s01,Sprint 2
t06,pr_review,2024-04-04T01:08:38Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-04-03T23:57:51Z,g081,t06_s04,Sprint 2
t06,pr_review,2024-04-04T00:00:58Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-04-03T23:48:58Z,g081,t06_s04,Sprint 2
t06,pr_opened,2024-04-03T23:35:54Z,g081,t06_s04,Sprint 2
t06,pr_review,2024-04-03T23:36:31Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-04-03T21:01:51Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-04-03T21:03:18Z,g052,t06_s01,Sprint 2
t06,pr_review,2024-04-03T23:33:22Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-04-03T19:43:08Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-04-03T20:06:08Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-04-03T19:19:24Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-04-03T20:38:38Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-04-03T02:49:44Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-04-03T06:31:45Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-04-03T02:04:58Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-04-03T06:32:21Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-04-03T17:39:40Z,g081,t06_s04,Sprint 2
t06,pr_opened,2024-04-02T21:05:09Z,g081,t06_s04,Sprint 2
t06,pr_review,2024-04-03T00:18:18Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-04-02T19:32:37Z,g081,t06_s04,Sprint 2
t06,pr_opened,2024-04-02T19:03:18Z,g052,t06_s01,Sprint 2
t06,pr_opened,2024-04-02T05:15:54Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-04-02T18:57:20Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-04-02T05:06:51Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-04-02T19:00:21Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-04-01T23:46:55Z,g052,t06_s01,Sprint 2
t06,pr_review,2024-04-02T04:50:03Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-04-01T22:56:42Z,g081,t06_s04,Sprint 2
t06,pr_opened,2024-04-01T22:39:06Z,g081,t06_s04,Sprint 2
t06,pr_opened,2024-04-01T22:18:00Z,g081,t06_s04,Sprint 2
t06,pr_opened,2024-04-01T10:08:37Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-04-01T17:58:54Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-31T10:09:37Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-04-01T10:15:30Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-04-01T17:57:34Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-04-01T22:49:25Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-03-31T00:06:55Z,g052,t06_s01,Sprint 2
t06,pr_review,2024-03-31T02:38:29Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-29T08:08:13Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-03-30T22:45:50Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-31T02:45:53Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-29T01:44:10Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-03-29T05:20:11Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-28T22:39:31Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-28T22:12:29Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-04-01T21:49:13Z,g081,t06_s04,Sprint 2
t06,pr_opened,2024-03-28T20:30:35Z,g052,t06_s01,Sprint 2
t06,pr_opened,2024-03-28T20:21:35Z,g081,t06_s04,Sprint 2
t06,pr_opened,2024-03-28T20:21:18Z,g052,t06_s01,Sprint 2
t06,pr_opened,2024-03-28T12:54:28Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-28T09:02:43Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-28T19:14:08Z,g052,t06_s01,Sprint 2
t06,pr_opened,2024-03-27T23:05:31Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-27T23:41:22Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-27T23:01:33Z,g052,t06_s01,Sprint 2
t06,pr_review,2024-03-27T23:21:50Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-27T22:51:58Z,g052,t06_s01,Sprint 2
t06,pr_review,2024-03-27T23:18:57Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-27T08:45:00Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-03-27T21:08:34Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-27T22:01:37Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-27T02:52:16Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-27T08:45:59Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-03-27T21:10:07Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-27T02:30:16Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-03-27T02:38:09Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-27T01:59:25Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-03-27T02:32:56Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-26T00:54:34Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-26T22:09:07Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-25T23:39:46Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-27T02:00:50Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-03-25T19:38:29Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-25T19:41:09Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-22T04:48:16Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-22T14:58:00Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-03-22T03:42:36Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-22T14:59:00Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-03-21T23:36:54Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-03-20T23:22:19Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-20T05:50:24Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-22T00:55:41Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-25T20:05:38Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-27T02:01:23Z,g094,t06_s05,Sprint 2
t06,pr_review,2024-03-27T22:56:46Z,g052,t06_s01,Sprint 2
t06,pr_review,2024-03-28T19:36:41Z,g081,t06_s04,Sprint 2
t06,pr_review,2024-03-28T22:27:48Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-19T17:45:10Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-19T18:38:12Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-19T00:34:24Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-19T03:06:58Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-18T21:56:24Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-18T23:10:00Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-18T21:54:53Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-04-02T04:50:56Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-18T16:25:58Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-20T22:25:21Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-21T16:35:55Z,g081,t06_s04,Sprint 2
t06,pr_review,2024-03-21T23:37:38Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-03-18T07:54:26Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-03-12T02:12:49Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-18T08:20:15Z,g094,t06_s05,Sprint 2
t06,pr_opened,2024-03-05T21:30:12Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-05T21:30:47Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-05T21:26:40Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-19T03:04:34Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-05T21:11:38Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-05T21:34:43Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-05T20:41:34Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-05T20:56:50Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-05T20:38:10Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-05T20:55:23Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-05T00:48:09Z,g073,t06_s03,Sprint 2
t06,pr_review,2024-03-05T00:48:48Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-05T00:25:00Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-05T00:50:01Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-04T23:58:41Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-05T00:05:23Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-04T22:09:04Z,g053,t06_s02,Sprint 2
t06,pr_review,2024-03-04T23:42:29Z,g073,t06_s03,Sprint 2
t06,pr_opened,2024-03-04T21:27:26Z,g053,t06_s02,Sprint 2
t06,pr_opened,2024-03-04T20:35:10Z,g053,t06_s02,Sprint 2
