team,label,student,sprint,global_id
t22,good teammate,t22_s02,Sprint 1,g105
t22,good teammate,t22_s01,Sprint 1,g103
t22,good teammate,t22_05,Sprint 1,g126
t22,good teammember,t22_s01,Sprint 1,g103
t22,good teammate,t22_05,Sprint 1,g126
t22,good teammate,t22_s03,Sprint 1,g106
t22,good teammate,t22_s04,Sprint 1,g122
t22,good teammate,t22_s02,Sprint 1,g105
t22,good teammember,t22_05,Sprint 1,g126
t22,good teammate,t22_s02,Sprint 1,g105
t22,good teammate,t22_s01,Sprint 1,g103
t22,lone wolf,t22_s03,Sprint 1,g106
t22,good teammate,t22_s04,Sprint 1,g122
t23,good teammember,t23_s05,Sprint 1,g092
t23,good teammate,t23_s04,Sprint 1,g026
t23,good teammate,t23_s01,Sprint 1,g014
t23,good teammate,t23_s02,Sprint 1,g015
t23,hitchhiker,t23_s06,Sprint 1,g067
t23,couch potato,t23_s03,Sprint 1,g016
t23,good teammember,t23_s04,Sprint 1,g026
t23,good teammate,t23_s05,Sprint 1,g092
t23,good teammate,t23_s01,Sprint 1,g014
t23,good teammate,t23_s02,Sprint 1,g015
t23,couch potato,t23_s03,Sprint 1,g016
t23,couch potato,t23_s06,Sprint 1,g067
t23,good teammember,t23_s02,Sprint 1,g015
t23,good teammate,t23_s04,Sprint 1,g026
t23,good teammate,t23_s05,Sprint 1,g092
t23,good teammate,t23_s01,Sprint 1,g014
t23,couch potato,t23_s06,Sprint 1,g067
t23,couch potato,t23_s03,Sprint 1,g016
t23,good teammember,t23_s01,Sprint 1,g014
t23,good teammate,t23_s04,Sprint 1,g026
t23,good teammate,t23_s05,Sprint 1,g092
t23,good teammate,t23_s02,Sprint 1,g015
t23,hitchhiker,t23_s06,Sprint 1,g067
t23,couch potato,t23_s03,Sprint 1,g016
t23,good teammember,t23_s03,Sprint 1,g016
t23,good teammate,t23_s04,Sprint 1,g026
t23,good teammate,t23_s05,Sprint 1,g092
t23,good teammate,t23_s01,Sprint 1,g014
t23,good teammate,t23_s02,Sprint 1,g015
t23,good teammate,t23_s06,Sprint 1,g067
t24,good teammember,t24_s01,Sprint 1,g048
t24,good teammate,t24_s03,Sprint 1,g065
t24,good teammate,t24_s02,Sprint 1,g051
t24,good teammate,t24_s05,Sprint 1,g088
t24,good teammember,t24_s02,Sprint 1,g051
t24,good teammate,t24_s03,Sprint 1,g065
t24,good teammate,t24_s01,Sprint 1,g048
t24,good teammate,t24_s05,Sprint 1,g088
t24,hitchhiker,t24_s06,Sprint 1,g109
t24,good teammember,t24_s03,Sprint 1,g065
t24,good teammate,t24_s05,Sprint 1,g088
t24,good teammate,t24_s02,Sprint 1,g051
t24,good teammate,t24_s01,Sprint 1,g048
t23,good teammember,t23_s06,Sprint 1,g067
t23,good teammate,t23_s04,Sprint 1,g026
t23,good teammate,t23_s01,Sprint 1,g014
t23,good teammate,t23_s03,Sprint 1,g016
t23,good teammate,t23_s05,Sprint 1,g092
t23,good teammate,t23_s02,Sprint 1,g015
t24,good teammember,t24_s05,Sprint 1,g088
t24,good teammate,t24_s03,Sprint 1,g065
t24,good teammate,t24_s02,Sprint 1,g051
t24,good teammate,t24_s01,Sprint 1,g048
t24,good teammember,t24_s02,Sprint 2,g051
t24,good teammate,t24_s01,Sprint 2,g048
t24,good teammate,t24_s03,Sprint 2,g065
t24,hitchhiker,t24_s05,Sprint 2,g088
t24,hitchhiker,t24_s04,Sprint 2,g067
t08,good teammember,t08_s04,Sprint 2,g080
t08,good teammate,t08_s03,Sprint 2,g010
t08,good teammate,t08_s02,Sprint 2,g003
t08,good teammate,t08_s01,Sprint 2,g002
t23,couch potato,t23_s03,Sprint 2,g016
t23,good teammate,t23_s04,Sprint 2,g026
t23,good teammate,t23_s05,Sprint 2,g092
t23,good teammate,t23_s02,Sprint 2,g015
t23,good teammate,t23_s01,Sprint 2,g014
t02,good teammember,t02_s06,Sprint 2,g084
t02,lone wolf,t02_s02,Sprint 2,g009
t02,good teammate,t02_s01,Sprint 2,g004
t02,lone wolf,t02_s05,Sprint 2,g028
t02,lone wolf,t02_s03,Sprint 2,g012
t02,lone wolf,t02_s04,Sprint 2,g027
t05,good teammember,t05_s01,Sprint 2,g058
t05,good teammate,t05_s03,Sprint 2,g062
t05,good teammate,t05_s02,Sprint 2,g059
t05,good teammate,t05_s04,Sprint 2,g064
t05,good teammate,t05_s05,Sprint 2,g072
t02,good teammember,t02_s03,Sprint 2,g012
t02,good teammate,t02_s02,Sprint 2,g009
t02,good teammate,t02_s01,Sprint 2,g004
t02,good teammate,t02_s05,Sprint 2,g028
t02,good teammate,t02_s04,Sprint 2,g027
t02,good teammate,t02_s06,Sprint 2,g084
t06,good teammember,t06_s02,Sprint 2,g053
t06,couch potato,t06_s01,Sprint 2,g052
t06,good teammate,t06_s03,Sprint 2,g073
t06,couch potato,t06_s04,Sprint 2,g081
t06,good teammate,t06_s05,Sprint 2,g094
t09,good teammember,t09_s04,Sprint 2,g032
t09,good teammate,t09_s01,Sprint 2,g023
t09,hitchhiker,t09_s07,Sprint 2,g102
t09,couch potato,t09_s02,Sprint 2,g024
t09,good teammate,t09_s06,Sprint 2,g044
t09,good teammate,t09_s03,Sprint 2,g025
t24,good teammember,t24_s02,Sprint 2,g051
t24,good teammate,t24_s03,Sprint 2,g065
t24,good teammate,t24_s01,Sprint 2,g048
t24,hitchhiker,t24_s05,Sprint 2,g088
t24,hitchhiker,t24_s04,Sprint 2,g067
t10,good teammember,t10_s02,Sprint 2,g045
t10,couch potato,t10_s05,Sprint 2,g117
t10,good teammate,t10_s04,Sprint 2,g078
t10,good teammate,t10_s01,Sprint 2,g041
t10,hitchhiker,t10_s03,Sprint 2,g075
t11,good teammember,t11_s02,Sprint 2,g050
t11,good teammate,t11_s03,Sprint 2,g054
t11,good teammate,t11_s04,Sprint 2,g068
t11,good teammate,t11_s01,Sprint 2,g049
t24,good teammember,t24_s01,Sprint 2,g048
t24,good teammate,t24_s02,Sprint 2,g051
t24,good teammate,t24_s03,Sprint 2,g065
t24,good teammate,t24_s05,Sprint 2,g088
t24,couch potato,t24_s04,Sprint 2,g067
t24,good teammember,t24_s05,Sprint 2,g088
t24,good teammate,t24_s03,Sprint 2,g065
t24,good teammate,t24_s02,Sprint 2,g051
t24,good teammate,t24_s01,Sprint 2,g048
t24,good teammate,t24_s04,Sprint 2,g067
t19,good teammate,t19_s06,Sprint 2,g123
t19,good teammate,t19_s05,Sprint 2,g121
t19,good teammate,t19_s04,Sprint 2,g120
t19,good teammate,t19_s01,Sprint 2,g093
t10,good teammember,t10_s04,Sprint 2,g078
t10,good teammate,t10_s01,Sprint 2,g041
t10,hitchhiker,t10_s03,Sprint 2,g075
t10,couch potato,t10_s02,Sprint 2,g045
t02,good teammember,t02_s04,Sprint 2,g027
t02,good teammate,t02_s03,Sprint 2,g012
t02,good teammate,t02_s02,Sprint 2,g009
t02,good teammate,t02_s01,Sprint 2,g004
t02,lone wolf,t02_s05,Sprint 2,g028
t02,good teammate,t02_s06,Sprint 2,g084
t02,good teammember,t02_s05,Sprint 2,g028
t02,good teammate,t02_s03,Sprint 2,g012
t02,good teammate,t02_s01,Sprint 2,g004
t02,good teammate,t02_s02,Sprint 2,g009
t02,good teammate,t02_s04,Sprint 2,g027
t02,good teammate,t02_s06,Sprint 2,g084
t24,good teammember,t24_s04,Sprint 2,g067
t24,good teammate,t24_s03,Sprint 2,g065
t24,good teammate,t24_s05,Sprint 2,g088
t24,good teammate,t24_s02,Sprint 2,g051
t24,good teammate,t24_s01,Sprint 2,g048
t12,good teammember,t12_s04,Sprint 2,g022
t12,good teammate,t12_s03,Sprint 2,g021
t12,good teammate,t12_s01,Sprint 2,g011
t12,good teammate,t12_s05,Sprint 2,g038
t12,gamer,t12_s02,Sprint 2,g013
t21,couch potato,t21_s04,Sprint 2,g086
t21,good teammate,t21_s02,Sprint 2,g083
t21,good teammate,t21_s05,Sprint 2,g089
t21,good teammate,t21_s03,Sprint 2,g085
t21,good teammate,t21_s01,Sprint 2,g074
t16,good teammember,t16_s04,Sprint 2,g115
t16,good teammate,t16_s03,Sprint 2,g114
t16,good teammate,t16_s05,Sprint 2,g119
t16,good teammate,t16_s02,Sprint 2,g101
t16,good teammate,t16_s01,Sprint 2,g100
t13,good teammember,t13_s05,Sprint 2,g046
t13,good teammate,t13_s01,Sprint 2,g035
t13,good teammate,t13_s03,Sprint 2,g037
t13,good teammate,t13_s04,Sprint 2,g040
t13,couch potato,t13_s02,Sprint 2,g036
t21,good teammember,t21_s01,Sprint 2,g074
t21,good teammate,t21_s03,Sprint 2,g085
t21,hitchhiker,t21_s04,Sprint 2,g086
t21,good teammate,t21_s02,Sprint 2,g083
t21,good teammate,t21_s05,Sprint 2,g089
t21,good teammember,t21_s05,Sprint 2,g089
t21,good teammate,t21_s03,Sprint 2,g085
t21,good teammate,t21_s02,Sprint 2,g083
t21,couch potato,t21_s01,Sprint 2,g074
t21,couch potato,t21_s04,Sprint 2,g086
t10,good teammember,t10_s01,Sprint 2,g041
t10,good teammate,t10_s02,Sprint 2,g045
t10,couch potato,t10_s04,Sprint 2,g078
t10,couch potato,t10_s03,Sprint 2,g075
t21,good teammember,t21_s03,Sprint 2,g085
t21,good teammate,t21_s02,Sprint 2,g083
t21,good teammate,t21_s05,Sprint 2,g089
t21,lone wolf,t21_s01,Sprint 2,g074
t21,hitchhiker,t21_s04,Sprint 2,g086
t20,good teammember,t20_s06,Sprint 2,g047
t20,good teammate,t20_s04,Sprint 2,g020
t20,good teammate,t20_s02,Sprint 2,g018
t20,good teammate,t20_s05,Sprint 2,g039
t20,good teammate,t20_s01,Sprint 2,g017
t20,good teammate,t20_s03,Sprint 2,g019
t01,good teammember,t01_s04,Sprint 2,g034
t01,good teammate,t01_s03,Sprint 2,g030
t01,good teammate,t01_s05,Sprint 2,g079
t01,good teammate,t01_s02,Sprint 2,g029
t20,hitchhiker,t20_s05,Sprint 2,g039
t20,good teammate,t20_s03,Sprint 2,g019
t20,good teammate,t20_s01,Sprint 2,g017
t20,good teammate,t20_s02,Sprint 2,g018
t20,good teammate,t20_s04,Sprint 2,g020
t20,good teammate,t20_s06,Sprint 2,g047
t17,good teammember,t17_s04,Sprint 2,g082
t17,good teammate,t17_s02,Sprint 2,g070
t17,good teammate,t17_s05,Sprint 2,g091
t17,good teammate,t17_s01,Sprint 2,g061
t17,good teammate,t17_s03,Sprint 2,g071
t23,good teammember,t23_s02,Sprint 2,g015
t23,good teammate,t23_s04,Sprint 2,g026
t23,good teammate,t23_s05,Sprint 2,g092
t23,good teammate,t23_s01,Sprint 2,g014
t23,couch potato,t23_s03,Sprint 2,g016
t19,good teammember,t19_s01,Sprint 2,g093
t19,good teammate,t19_s04,Sprint 2,g120
t19,good teammate,t19_s06,Sprint 2,g123
t19,good teammate,t19_s05,Sprint 2,g121
t04,good teammember,t04_s01,Sprint 2,g006
t04,hitchhiker,t04_s04,Sprint 2,g069
t04,hitchhiker,t04_s05,Sprint 2,g042
t04,hitchhiker,t04_s02,Sprint 2,g097
t04,hitchhiker,t04_s03,Sprint 2,g095
t18,good teammember,t18_s02,Sprint 2,g007
t18,good teammate,t18_s03,Sprint 2,g008
t18,couch potato,t18_s01,Sprint 2,g005
t18,couch potato,t18_s05,Sprint 2,g043
t18,couch potato,t18_s06,Sprint 2,g090
t11,good teammember,t11_s02,Sprint 2,g050
t11,good teammate,t11_s03,Sprint 2,g054
t11,good teammate,t11_s04,Sprint 2,g068
t11,good teammate,t11_s01,Sprint 2,g049
t06,good teammember,t06_s03,Sprint 2,g073
t06,good teammate,t06_s04,Sprint 2,g081
t06,good teammate,t06_s01,Sprint 2,g052
t06,good teammate,t06_s02,Sprint 2,g053
t06,good teammate,t06_s05,Sprint 2,g094
t19,good teammember,t19_s04,Sprint 2,g120
t19,good teammate,t19_s01,Sprint 2,g093
t19,good teammate,t19_s06,Sprint 2,g123
t19,good teammate,t19_s05,Sprint 2,g121
t15,good teammember,t15_s05,Sprint 2,g110
t15,good teammate,t15_s03,Sprint 2,g098
t15,good teammate,t15_s01,Sprint 2,g087
t15,good teammate,t15_s02,Sprint 2,g096
t15,good teammate,t15_s04,Sprint 2,g108
t22,good teammember,t22_s03,Sprint 2,g106
t22,good teammate,t22_s04,Sprint 2,g122
t22,good teammate,t22_s02,Sprint 2,g105
t22,good teammate,t22_s01,Sprint 2,g103
t22,good teammate,t22_05,Sprint 2,g126
t21,good teammember,t21_s02,Sprint 2,g083
t21,couch potato,t21_s04,Sprint 2,g086
t21,couch potato,t21_s05,Sprint 2,g089
t21,good teammate,t21_s03,Sprint 2,g085
t21,couch potato,t21_s01,Sprint 2,g074
t04,good teammember,t04_s02,Sprint 2,g097
t04,lone wolf,t04_s01,Sprint 2,g006
t04,good teammate,t04_s04,Sprint 2,g069
t04,good teammate,t04_s03,Sprint 2,g095
t04,couch potato,t04_s05,Sprint 2,g042
t01,good teammember,t01_s05,Sprint 2,g079
t01,good teammate,t01_s03,Sprint 2,g030
t01,good teammate,t01_s04,Sprint 2,g034
t01,good teammate,t01_s02,Sprint 2,g029
t08,good teammember,t08_s03,Sprint 2,g010
t08,good teammate,t08_s02,Sprint 2,g003
t08,good teammate,t08_s01,Sprint 2,g002
t08,good teammate,t08_s04,Sprint 2,g080
t02,good teammember,t02_s02,Sprint 2,g009
t02,good teammate,t02_s05,Sprint 2,g028
t02,good teammate,t02_s03,Sprint 2,g012
t02,good teammate,t02_s01,Sprint 2,g004
t02,good teammate,t02_s04,Sprint 2,g027
t02,good teammate,t02_s06,Sprint 2,g084
t20,good teammember,t20_s04,Sprint 2,g020
t20,good teammate,t20_s02,Sprint 2,g018
t20,couch potato,t20_s06,Sprint 2,g047
t20,hitchhiker,t20_s05,Sprint 2,g039
t20,good teammate,t20_s03,Sprint 2,g019
t20,couch potato,t20_s01,Sprint 2,g017
t20,good teammember,t20_s03,Sprint 2,g019
t20,good teammate,t20_s04,Sprint 2,g020
t20,good teammate,t20_s05,Sprint 2,g039
t20,good teammate,t20_s02,Sprint 2,g018
t20,good teammate,t20_s01,Sprint 2,g017
t20,good teammate,t20_s06,Sprint 2,g047
t12,good teammember,t12_s05,Sprint 2,g038
t12,good teammate,t12_s03,Sprint 2,g021
t12,good teammate,t12_s04,Sprint 2,g022
t12,good teammate,t12_s02,Sprint 2,g013
t12,good teammate,t12_s01,Sprint 2,g011
t17,good teammember,t17_s02,Sprint 2,g070
t17,good teammate,t17_s05,Sprint 2,g091
t17,good teammate,t17_s01,Sprint 2,g061
t17,lone wolf,t17_s04,Sprint 2,g082
t17,hitchhiker,t17_s03,Sprint 2,g071
t17,good teammember,t17_s03,Sprint 2,g071
t17,good teammate,t17_s04,Sprint 2,g082
t17,good teammate,t17_s01,Sprint 2,g061
t17,good teammate,t17_s02,Sprint 2,g070
t17,good teammate,t17_s05,Sprint 2,g091
t09,good teammember,t09_s07,Sprint 2,g102
t09,good teammate,t09_s04,Sprint 2,g032
t09,good teammate,t09_s01,Sprint 2,g023
t09,hitchhiker,t09_s06,Sprint 2,g044
t09,hitchhiker,t09_s02,Sprint 2,g024
t16,good teammember,t16_s02,Sprint 2,g101
t16,good teammate,t16_s05,Sprint 2,g119
t16,good teammate,t16_s03,Sprint 2,g114
t16,good teammate,t16_s01,Sprint 2,g100
t16,good teammate,t16_s04,Sprint 2,g115
t18,good teammember,t18_s06,Sprint 2,g090
t18,good teammate,t18_s02,Sprint 2,g007
t18,good teammate,t18_s05,Sprint 2,g043
t18,good teammate,t18_s03,Sprint 2,g008
t18,good teammate,t18_s01,Sprint 2,g005
t24,good teammember,t24_s03,Sprint 2,g065
t24,good teammate,t24_s05,Sprint 2,g088
t24,good teammate,t24_s04,Sprint 2,g067
t24,good teammate,t24_s02,Sprint 2,g051
t24,good teammate,t24_s01,Sprint 2,g048
t14,good teammember,t14_s02,Sprint 2,g107
t14,good teammate,t14_s03,Sprint 2,g111
t14,good teammate,t14_s01,Sprint 2,g104
t14,good teammate,t14_s05,Sprint 2,g116
t14,good teammate,t14_s04,Sprint 2,g112
t13,good teammember,t13_s01,Sprint 2,g035
t13,good teammate,t13_s05,Sprint 2,g046
t13,good teammate,t13_s03,Sprint 2,g037
t13,good teammate,t13_s04,Sprint 2,g040
t13,gamer,t13_s02,Sprint 2,g036
t17,good teammember,t17_s05,Sprint 2,g091
t17,good teammate,t17_s01,Sprint 2,g061
t17,good teammate,t17_s04,Sprint 2,g082
t17,good teammate,t17_s02,Sprint 2,g070
t17,good teammate,t17_s03,Sprint 2,g071
t09,good teammember,t09_s02,Sprint 2,g024
t09,good teammate,t09_s01,Sprint 2,g023
t09,good teammate,t09_s04,Sprint 2,g032
t09,good teammate,t09_s06,Sprint 2,g044
t09,good teammate,t09_s03,Sprint 2,g025
t09,hitchhiker,t09_s07,Sprint 2,g102
t11,good teammember,t11_s03,Sprint 2,g054
t11,good teammate,t11_s04,Sprint 2,g068
t11,good teammate,t11_s02,Sprint 2,g050
t11,good teammate,t11_s01,Sprint 2,g049
t13,good teammember,t13_s04,Sprint 2,g040
t13,good teammate,t13_s01,Sprint 2,g035
t13,good teammate,t13_s05,Sprint 2,g046
t13,good teammate,t13_s02,Sprint 2,g036
t13,good teammate,t13_s03,Sprint 2,g037
t13,couch potato,t13_s02,Sprint 2,g036
t13,good teammate,t13_s03,Sprint 2,g037
t13,good teammate,t13_s01,Sprint 2,g035
t13,couch potato,t13_s04,Sprint 2,g040
t13,good teammate,t13_s05,Sprint 2,g046
t08,good teammember,t08_s01,Sprint 2,g002
t08,good teammate,t08_s02,Sprint 2,g003
t08,good teammate,t08_s03,Sprint 2,g010
t08,good teammate,t08_s04,Sprint 2,g080
t01,good teammember,t01_s02,Sprint 2,g029
t01,good teammate,t01_s03,Sprint 2,g030
t01,couch potato,t01_s05,Sprint 2,g079
t01,couch potato,t01_s04,Sprint 2,g034
t22,good teammember,t22_s02,Sprint 2,g105
t22,lone wolf,t22_05,Sprint 2,g126
t22,lone wolf,t22_s03,Sprint 2,g106
t22,lone wolf,t22_s01,Sprint 2,g103
t22,good teammate,t22_s04,Sprint 2,g122
t12,good teammember,t12_s01,Sprint 2,g011
t12,good teammate,t12_s03,Sprint 2,g021
t12,good teammate,t12_s02,Sprint 2,g013
t12,good teammate,t12_s04,Sprint 2,g022
t12,good teammate,t12_s05,Sprint 2,g038
t20,good teammember,t20_s02,Sprint 2,g018
t20,good teammate,t20_s03,Sprint 2,g019
t20,good teammate,t20_s04,Sprint 2,g020
t20,good teammate,t20_s05,Sprint 2,g039
t20,good teammate,t20_s06,Sprint 2,g047
t20,good teammate,t20_s01,Sprint 2,g017
t23,good teammember,t23_s01,Sprint 2,g014
t23,good teammate,t23_s04,Sprint 2,g026
t23,good teammate,t23_s05,Sprint 2,g092
t23,good teammate,t23_s02,Sprint 2,g015
t23,couch potato,t23_s03,Sprint 2,g016
t05,good teammember,t05_s02,Sprint 2,g059
t05,good teammate,t05_s05,Sprint 2,g072
t05,good teammate,t05_s01,Sprint 2,g058
t05,good teammate,t05_s03,Sprint 2,g062
t05,good teammate,t05_s04,Sprint 2,g064
t14,good teammember,t14_s03,Sprint 2,g111
t14,good teammate,t14_s01,Sprint 2,g104
t14,good teammate,t14_s05,Sprint 2,g116
t14,good teammate,t14_s04,Sprint 2,g112
t14,good teammate,t14_s02,Sprint 2,g107
t10,good teammember,t10_s03,Sprint 2,g075
t10,good teammate,t10_s01,Sprint 2,g041
t10,good teammate,t10_s02,Sprint 2,g045
t10,good teammate,t10_s04,Sprint 2,g078
t23,good teammember,t23_s05,Sprint 2,g092
t23,good teammate,t23_s04,Sprint 2,g026
t23,good teammate,t23_s01,Sprint 2,g014
t23,good teammate,t23_s02,Sprint 2,g015
t23,couch potato,t23_s03,Sprint 2,g016
t23,good teammember,t23_s04,Sprint 2,g026
t23,good teammate,t23_s05,Sprint 2,g092
t23,good teammate,t23_s02,Sprint 2,g015
t23,good teammate,t23_s01,Sprint 2,g014
t23,couch potato,t23_s03,Sprint 2,g016
t13,good teammember,t13_s03,Sprint 2,g037
t13,good teammate,t13_s04,Sprint 2,g040
t13,good teammate,t13_s01,Sprint 2,g035
t13,couch potato,t13_s02,Sprint 2,g036
t13,good teammate,t13_s05,Sprint 2,g046
t12,good teammember,t12_s02,Sprint 2,g013
t12,good teammate,t12_s04,Sprint 2,g022
t12,good teammate,t12_s03,Sprint 2,g021
t12,good teammate,t12_s01,Sprint 2,g011
t07,good teammember,t07_s02,Sprint 2,g056
t07,good teammate,t07_s04,Sprint 2,g060
t07,good teammate,t07_s05,Sprint 2,g066
t07,good teammate,t07_s03,Sprint 2,g057
t07,good teammate,t07_s01,Sprint 2,g055
t22,good teammember,t22_s04,Sprint 2,g122
t22,good teammate,t22_s02,Sprint 2,g105
t22,good teammate,t22_s01,Sprint 2,g103
t22,good teammate,t22_05,Sprint 2,g126
t22,good teammate,t22_s03,Sprint 2,g106
t03,good teammember,t03_s03,Sprint 2,g063
t03,good teammate,t03_s02,Sprint 2,g031
t03,good teammate,t03_s05,Sprint 2,g077
t03,good teammate,t03_s04,Sprint 2,g076
t03,good teammate,t03_s01,Sprint 2,g001
t09,couch potato,t09_s03,Sprint 2,g025
t09,good teammate,t09_s06,Sprint 2,g044
t09,good teammate,t09_s01,Sprint 2,g023
t09,good teammate,t09_s04,Sprint 2,g032
t09,couch potato,t09_s02,Sprint 2,g024
t09,couch potato,t09_s07,Sprint 2,g102
t03,good teammember,t03_s01,Sprint 2,g001
t03,good teammate,t03_s04,Sprint 2,g076
t03,good teammate,t03_s05,Sprint 2,g077
t03,good teammate,t03_s02,Sprint 2,g031
t03,good teammate,t03_s03,Sprint 2,g063
t15,good teammember,t15_s01,Sprint 2,g087
t15,good teammate,t15_s02,Sprint 2,g096
t15,good teammate,t15_s04,Sprint 2,g108
t15,good teammate,t15_s05,Sprint 2,g110
t15,good teammate,t15_s03,Sprint 2,g098
t07,good teammember,t07_s01,Sprint 2,g055
t07,good teammate,t07_s02,Sprint 2,g056
t07,good teammate,t07_s05,Sprint 2,g066
t07,good teammate,t07_s04,Sprint 2,g060
t07,good teammate,t07_s03,Sprint 2,g057
t09,good teammember,t09_s06,Sprint 2,g044
t09,good teammate,t09_s04,Sprint 2,g032
t09,good teammate,t09_s02,Sprint 2,g024
t09,good teammate,t09_s03,Sprint 2,g025
t09,good teammate,t09_s01,Sprint 2,g023
t09,couch potato,t09_s07,Sprint 2,g102
t16,good teammember,t16_s03,Sprint 2,g114
t16,good teammate,t16_s02,Sprint 2,g101
t16,good teammate,t16_s01,Sprint 2,g100
t16,good teammate,t16_s05,Sprint 2,g119
t16,good teammate,t16_s04,Sprint 2,g115
t15,good teammember,t15_s02,Sprint 2,g096
t15,good teammate,t15_s01,Sprint 2,g087
t15,good teammate,t15_s03,Sprint 2,g098
t15,gamer,t15_s05,Sprint 2,g110
t15,good teammate,t15_s04,Sprint 2,g108
t02,good teammember,t02_s01,Sprint 2,g004
t02,good teammate,t02_s06,Sprint 2,g084
t02,couch potato,t02_s04,Sprint 2,g027
t02,good teammate,t02_s05,Sprint 2,g028
t02,couch potato,t02_s03,Sprint 2,g012
t02,couch potato,t02_s02,Sprint 2,g009
t19,good teammember,t19_s05,Sprint 2,g121
t19,good teammate,t19_s04,Sprint 2,g120
t19,good teammate,t19_s01,Sprint 2,g093
t19,good teammate,t19_s06,Sprint 2,g123
t16,good teammember,t16_s05,Sprint 2,g119
t16,good teammate,t16_s02,Sprint 2,g101
t16,good teammate,t16_s03,Sprint 2,g114
t16,good teammate,t16_s04,Sprint 2,g115
t16,good teammate,t16_s01,Sprint 2,g100
t05,good teammember,t05_s03,Sprint 2,g062
t05,good teammate,t05_s04,Sprint 2,g064
t05,good teammate,t05_s05,Sprint 2,g072
t05,good teammate,t05_s01,Sprint 2,g058
t05,couch potato,t05_s02,Sprint 2,g059
t10,good teammember,t10_s01,Sprint 2,g041
t10,good teammate,t10_s02,Sprint 2,g045
t10,good teammate,t10_s04,Sprint 2,g078
t10,good teammate,t10_s03,Sprint 2,g075
t15,good teammember,t15_s03,Sprint 2,g098
t15,good teammate,t15_s01,Sprint 2,g087
t15,good teammate,t15_s04,Sprint 2,g108
t15,good teammate,t15_s02,Sprint 2,g096
t04,good teammember,t04_s03,Sprint 2,g095
t04,good teammate,t04_s04,Sprint 2,g069
t04,lone wolf,t04_s01,Sprint 2,g006
t04,good teammate,t04_s02,Sprint 2,g097
t04,hitchhiker,t04_s05,Sprint 2,g042
t11,good teammember,t11_s04,Sprint 2,g068
t11,good teammate,t11_s02,Sprint 2,g050
t11,good teammate,t11_s01,Sprint 2,g049
t11,good teammate,t11_s03,Sprint 2,g054
t04,couch potato,t04_s05,Sprint 2,g042
t04,good teammate,t04_s02,Sprint 2,g097
t04,good teammate,t04_s03,Sprint 2,g095
t04,good teammate,t04_s04,Sprint 2,g069
t04,good teammate,t04_s01,Sprint 2,g006
t18,good teammember,t18_s03,Sprint 2,g008
t18,good teammate,t18_s02,Sprint 2,g007
t18,good teammate,t18_s01,Sprint 2,g005
t18,good teammate,t18_s05,Sprint 2,g043
t18,couch potato,t18_s06,Sprint 2,g090
t04,good teammember,t04_s04,Sprint 2,g069
t04,good teammate,t04_s03,Sprint 2,g095
t04,lone wolf,t04_s01,Sprint 2,g006
t04,good teammate,t04_s02,Sprint 2,g097
t04,couch potato,t04_s05,Sprint 2,g042
t14,good teammember,t14_s05,Sprint 2,g116
t14,good teammate,t14_s02,Sprint 2,g107
t14,good teammate,t14_s01,Sprint 2,g104
t14,good teammate,t14_s04,Sprint 2,g112
t14,good teammate,t14_s03,Sprint 2,g111
t22,good teammember,t22_s01,Sprint 2,g103
t22,good teammate,t22_s04,Sprint 2,g122
t22,good teammate,t22_s03,Sprint 2,g106
t22,good teammate,t22_s02,Sprint 2,g105
t22,lone wolf,t22_05,Sprint 2,g126
t17,good teammember,t17_s01,Sprint 2,g061
t17,good teammate,t17_s02,Sprint 2,g070
t17,good teammate,t17_s04,Sprint 2,g082
t17,good teammate,t17_s03,Sprint 2,g071
t17,good teammate,t17_s05,Sprint 2,g091
t06,good teammember,t06_s04,Sprint 2,g081
t06,good teammate,t06_s01,Sprint 2,g052
t06,good teammate,t06_s02,Sprint 2,g053
t06,good teammate,t06_s03,Sprint 2,g073
t06,good teammate,t06_s05,Sprint 2,g094
t18,good teammember,t18_s05,Sprint 2,g043
t18,good teammate,t18_s02,Sprint 2,g007
t18,good teammate,t18_s01,Sprint 2,g005
t18,good teammate,t18_s03,Sprint 2,g008
t18,lone wolf,t18_s06,Sprint 2,g090
t08,good teammember,t08_s02,Sprint 2,g003
t08,good teammate,t08_s01,Sprint 2,g002
t08,good teammate,t08_s03,Sprint 2,g010
t08,good teammate,t08_s04,Sprint 2,g080
t01,good teammember,t01_s03,Sprint 2,g030
t01,good teammate,t01_s02,Sprint 2,g029
t01,good teammate,t01_s05,Sprint 2,g079
t01,good teammate,t01_s04,Sprint 2,g034
t14,good teammember,t14_s04,Sprint 2,g112
t14,good teammate,t14_s03,Sprint 2,g111
t14,good teammate,t14_s05,Sprint 2,g116
t14,good teammate,t14_s02,Sprint 2,g107
t14,good teammate,t14_s01,Sprint 2,g104
t16,good teammember,t16_s01,Sprint 2,g100
t16,good teammate,t16_s03,Sprint 2,g114
t16,good teammate,t16_s05,Sprint 2,g119
t16,good teammate,t16_s04,Sprint 2,g115
t16,good teammate,t16_s02,Sprint 2,g101
t20,lone wolf,t20_s01,Sprint 2,g017
t20,good teammate,t20_s02,Sprint 2,g018
t20,good teammate,t20_s05,Sprint 2,g039
t20,good teammate,t20_s06,Sprint 2,g047
t20,good teammate,t20_s04,Sprint 2,g020
t20,good teammate,t20_s03,Sprint 2,g019
