student,sprint,n_messages,dev_weight_sum,dev_centroid,dev_centroid_bin,n_gh_events,gh_dev_centroid,team,label,contributor,dev_lag
t01_s01,Sprint 1,5,1.0,0.4392538930976431,25–50%,,,,,,
t01_s01,Sprint 3,25,755.0,0.48853247354497353,25–50%,73.0,0.5816904546731173,t01,good teammate,higher,0.09315798112814377
t01_s01,Sprint 3,25,755.0,0.48853247354497353,25–50%,73.0,0.5816904546731173,t01,good teammate,higher,0.09315798112814377
t01_s01,Sprint 3,25,755.0,0.48853247354497353,25–50%,73.0,0.5816904546731173,t01,good teammate,higher,0.09315798112814377
t01_s01,Sprint 3,25,755.0,0.48853247354497353,25–50%,73.0,0.5816904546731173,t01,good teammate,higher,0.09315798112814377
t01_s01,Sprint 3,25,755.0,0.48853247354497353,25–50%,73.0,0.5816904546731173,t01,good teammate,higher,0.09315798112814377
t01_s02,Sprint 1,22,66.0,0.6491259780570859,50–75%,112.0,0.8677469308035715,t01,good teammate,higher,0.21862095274648552
t01_s02,Sprint 1,22,66.0,0.6491259780570859,50–75%,112.0,0.8677469308035715,t01,good teammate,higher,0.21862095274648552
t01_s02,Sprint 1,22,66.0,0.6491259780570859,50–75%,112.0,0.8677469308035715,t01,good teammate,higher,0.21862095274648552
t01_s02,Sprint 1,22,66.0,0.6491259780570859,50–75%,112.0,0.8677469308035715,t01,good teammate,higher,0.21862095274648552
t01_s02,Sprint 2,28,230.0,0.5210644159016481,50–75%,48.0,0.7388728848281766,t01,good teammate,higher,0.2178084689265285
t01_s02,Sprint 2,28,230.0,0.5210644159016481,50–75%,48.0,0.7388728848281766,t01,good teammate,higher,0.2178084689265285
t01_s02,Sprint 2,28,230.0,0.5210644159016481,50–75%,48.0,0.7388728848281766,t01,good teammate,higher,0.2178084689265285
t01_s02,Sprint 2,28,230.0,0.5210644159016481,50–75%,48.0,0.7388728848281766,t01,good teammate,higher,0.2178084689265285
t01_s02,Sprint 3,46,1106.0,0.6442111208160801,50–75%,53.0,0.7471332016821404,t01,good teammate,higher,0.10292208086606025
t01_s02,Sprint 3,46,1106.0,0.6442111208160801,50–75%,53.0,0.7471332016821404,t01,good teammate,higher,0.10292208086606025
t01_s02,Sprint 3,46,1106.0,0.6442111208160801,50–75%,53.0,0.7471332016821404,t01,good teammate,higher,0.10292208086606025
t01_s02,Sprint 3,46,1106.0,0.6442111208160801,50–75%,53.0,0.7471332016821404,t01,good teammate,higher,0.10292208086606025
t01_s02,Sprint 3,46,1106.0,0.6442111208160801,50–75%,53.0,0.7471332016821404,t01,good teammate,higher,0.10292208086606025
t01_s03,Sprint 1,58,187.0,0.6886433525267038,50–75%,185.0,0.8355947040790791,t01,good teammate,higher,0.14695135155237526
t01_s03,Sprint 1,58,187.0,0.6886433525267038,50–75%,185.0,0.8355947040790791,t01,good teammate,higher,0.14695135155237526
t01_s03,Sprint 1,58,187.0,0.6886433525267038,50–75%,185.0,0.8355947040790791,t01,good teammate,higher,0.14695135155237526
t01_s03,Sprint 1,58,187.0,0.6886433525267038,50–75%,185.0,0.8355947040790791,t01,good teammate,higher,0.14695135155237526
t01_s03,Sprint 2,60,445.0,0.4906777161885673,25–50%,81.0,0.7155177591888937,t01,good teammate,higher,0.2248400430003264
t01_s03,Sprint 2,60,445.0,0.4906777161885673,25–50%,81.0,0.7155177591888937,t01,good teammate,higher,0.2248400430003264
t01_s03,Sprint 2,60,445.0,0.4906777161885673,25–50%,81.0,0.7155177591888937,t01,good teammate,higher,0.2248400430003264
t01_s03,Sprint 2,60,445.0,0.4906777161885673,25–50%,81.0,0.7155177591888937,t01,good teammate,higher,0.2248400430003264
t01_s03,Sprint 3,60,1352.0,0.5712054811507936,50–75%,78.0,0.6940047939136481,t01,good teammate,higher,0.1227993127628545
t01_s03,Sprint 3,60,1352.0,0.5712054811507936,50–75%,78.0,0.6940047939136481,t01,good teammate,higher,0.1227993127628545
t01_s03,Sprint 3,60,1352.0,0.5712054811507936,50–75%,78.0,0.6940047939136481,t01,good teammate,higher,0.1227993127628545
t01_s03,Sprint 3,60,1352.0,0.5712054811507936,50–75%,78.0,0.6940047939136481,t01,good teammate,higher,0.1227993127628545
t01_s03,Sprint 3,60,1352.0,0.5712054811507936,50–75%,78.0,0.6940047939136481,t01,good teammate,higher,0.1227993127628545
t01_s04,Sprint 1,21,90.0,0.7055247915664582,50–75%,44.0,0.8221818086164677,t01,good teammate,higher,0.11665701705000953
t01_s04,Sprint 1,21,90.0,0.7055247915664582,50–75%,44.0,0.8221818086164677,t01,couch potato,lower,0.11665701705000953
t01_s04,Sprint 1,21,90.0,0.7055247915664582,50–75%,44.0,0.8221818086164677,t01,good teammate,higher,0.11665701705000953
t01_s04,Sprint 1,21,90.0,0.7055247915664582,50–75%,44.0,0.8221818086164677,t01,hitchhiker,lower,0.11665701705000953
t01_s04,Sprint 2,38,317.0,0.5394734864218043,50–75%,74.0,0.7352438881948464,t01,good teammate,higher,0.19577040177304217
t01_s04,Sprint 2,38,317.0,0.5394734864218043,50–75%,74.0,0.7352438881948464,t01,good teammate,higher,0.19577040177304217
t01_s04,Sprint 2,38,317.0,0.5394734864218043,50–75%,74.0,0.7352438881948464,t01,couch potato,lower,0.19577040177304217
t01_s04,Sprint 2,38,317.0,0.5394734864218043,50–75%,74.0,0.7352438881948464,t01,good teammate,higher,0.19577040177304217
t01_s04,Sprint 3,27,507.0,0.5597925086958652,50–75%,61.0,0.6514042103066181,t01,good teammate,higher,0.09161170161075294
t01_s04,Sprint 3,27,507.0,0.5597925086958652,50–75%,61.0,0.6514042103066181,t01,good teammate,higher,0.09161170161075294
t01_s04,Sprint 3,27,507.0,0.5597925086958652,50–75%,61.0,0.6514042103066181,t01,good teammate,higher,0.09161170161075294
t01_s04,Sprint 3,27,507.0,0.5597925086958652,50–75%,61.0,0.6514042103066181,t01,good teammate,higher,0.09161170161075294
t01_s04,Sprint 3,27,507.0,0.5597925086958652,50–75%,61.0,0.6514042103066181,t01,good teammate,higher,0.09161170161075294
t01_s05,Sprint 1,26,91.0,0.7180776818667444,50–75%,49.0,0.8182134589947091,t01,good teammate,higher,0.10013577712796473
t01_s05,Sprint 1,26,91.0,0.7180776818667444,50–75%,49.0,0.8182134589947091,t01,couch potato,lower,0.10013577712796473
t01_s05,Sprint 1,26,91.0,0.7180776818667444,50–75%,49.0,0.8182134589947091,t01,hitchhiker,lower,0.10013577712796473
t01_s05,Sprint 1,26,91.0,0.7180776818667444,50–75%,49.0,0.8182134589947091,t01,good teammate,higher,0.10013577712796473
t01_s05,Sprint 2,24,239.0,0.5713031598396593,50–75%,48.0,0.7620681643805587,t01,good teammate,higher,0.1907650045408994
t01_s05,Sprint 2,24,239.0,0.5713031598396593,50–75%,48.0,0.7620681643805587,t01,good teammate,higher,0.1907650045408994
t01_s05,Sprint 2,24,239.0,0.5713031598396593,50–75%,48.0,0.7620681643805587,t01,couch potato,lower,0.1907650045408994
t01_s05,Sprint 2,24,239.0,0.5713031598396593,50–75%,48.0,0.7620681643805587,t01,good teammate,higher,0.1907650045408994
t01_s05,Sprint 3,8,72.0,0.5765840463789682,50–75%,20.0,0.7567113715277778,t01,good teammate,higher,0.18012732514880958
t01_s05,Sprint 3,8,72.0,0.5765840463789682,50–75%,20.0,0.7567113715277778,t01,good teammate,higher,0.18012732514880958
t01_s05,Sprint 3,8,72.0,0.5765840463789682,50–75%,20.0,0.7567113715277778,t01,hitchhiker,lower,0.18012732514880958
t01_s05,Sprint 3,8,72.0,0.5765840463789682,50–75%,20.0,0.7567113715277778,t01,couch potato,lower,0.18012732514880958
t01_s05,Sprint 3,8,72.0,0.5765840463789682,50–75%,20.0,0.7567113715277778,t01,good teammate,higher,0.18012732514880958
t02_s01,Sprint 1,99,494.0,0.7285593758502533,50–75%,174.0,0.8764722566904679,t02,good teammate,higher,0.1479128808402146
t02_s01,Sprint 1,99,494.0,0.7285593758502533,50–75%,174.0,0.8764722566904679,t02,good teammate,higher,0.1479128808402146
t02_s01,Sprint 1,99,494.0,0.7285593758502533,50–75%,174.0,0.8764722566904679,t02,good teammate,higher,0.1479128808402146
t02_s01,Sprint 1,99,494.0,0.7285593758502533,50–75%,174.0,0.8764722566904679,t02,good teammate,higher,0.1479128808402146
t02_s01,Sprint 1,99,494.0,0.7285593758502533,50–75%,174.0,0.8764722566904679,t02,good teammate,higher,0.1479128808402146
t02_s01,Sprint 1,99,494.0,0.7285593758502533,50–75%,174.0,0.8764722566904679,t02,good teammate,higher,0.1479128808402146
t02_s01,Sprint 1,99,494.0,0.7285593758502533,50–75%,174.0,0.8764722566904679,t02,good teammate,higher,0.1479128808402146
t02_s01,Sprint 2,190,513.0,0.4925019496558392,25–50%,138.0,0.7013566873083563,t02,good teammate,higher,0.2088547376525171
t02_s01,Sprint 2,190,513.0,0.4925019496558392,25–50%,138.0,0.7013566873083563,t02,good teammate,higher,0.2088547376525171
t02_s01,Sprint 2,190,513.0,0.4925019496558392,25–50%,138.0,0.7013566873083563,t02,good teammate,higher,0.2088547376525171
t02_s01,Sprint 2,190,513.0,0.4925019496558392,25–50%,138.0,0.7013566873083563,t02,good teammate,higher,0.2088547376525171
t02_s01,Sprint 2,190,513.0,0.4925019496558392,25–50%,138.0,0.7013566873083563,t02,good teammate,higher,0.2088547376525171
t02_s01,Sprint 2,190,513.0,0.4925019496558392,25–50%,138.0,0.7013566873083563,t02,good teammate,higher,0.2088547376525171
t02_s01,Sprint 3,114,524.0,0.661677966355364,50–75%,88.0,0.8085638471771284,t02,good teammate,higher,0.14688588082176435
t02_s01,Sprint 3,114,524.0,0.661677966355364,50–75%,88.0,0.8085638471771284,t02,good teammate,higher,0.14688588082176435
t02_s01,Sprint 3,114,524.0,0.661677966355364,50–75%,88.0,0.8085638471771284,t02,good teammate,higher,0.14688588082176435
t02_s01,Sprint 3,114,524.0,0.661677966355364,50–75%,88.0,0.8085638471771284,t02,good teammate,higher,0.14688588082176435
t02_s01,Sprint 3,114,524.0,0.661677966355364,50–75%,88.0,0.8085638471771284,t02,good teammate,higher,0.14688588082176435
t02_s02,Sprint 1,35,212.0,0.8157607849326599,75–100%,108.0,0.9251604733679386,t02,good teammate,higher,0.1093996884352787
t02_s02,Sprint 1,35,212.0,0.8157607849326599,75–100%,108.0,0.9251604733679386,t02,good teammate,higher,0.1093996884352787
t02_s02,Sprint 1,35,212.0,0.8157607849326599,75–100%,108.0,0.9251604733679386,t02,good teammate,higher,0.1093996884352787
t02_s02,Sprint 1,35,212.0,0.8157607849326599,75–100%,108.0,0.9251604733679386,t02,good teammate,higher,0.1093996884352787
t02_s02,Sprint 1,35,212.0,0.8157607849326599,75–100%,108.0,0.9251604733679386,t02,good teammate,higher,0.1093996884352787
t02_s02,Sprint 1,35,212.0,0.8157607849326599,75–100%,108.0,0.9251604733679386,t02,good teammate,higher,0.1093996884352787
t02_s02,Sprint 1,35,212.0,0.8157607849326599,75–100%,108.0,0.9251604733679386,t02,couch potato,lower,0.1093996884352787
t02_s02,Sprint 2,22,82.0,0.25286977725393733,25–50%,57.0,0.9585294353571515,t02,lone wolf,higher,0.7056596581032142
t02_s02,Sprint 2,22,82.0,0.25286977725393733,25–50%,57.0,0.9585294353571515,t02,good teammate,higher,0.7056596581032142
t02_s02,Sprint 2,22,82.0,0.25286977725393733,25–50%,57.0,0.9585294353571515,t02,good teammate,higher,0.7056596581032142
t02_s02,Sprint 2,22,82.0,0.25286977725393733,25–50%,57.0,0.9585294353571515,t02,good teammate,higher,0.7056596581032142
t02_s02,Sprint 2,22,82.0,0.25286977725393733,25–50%,57.0,0.9585294353571515,t02,good teammate,higher,0.7056596581032142
t02_s02,Sprint 2,22,82.0,0.25286977725393733,25–50%,57.0,0.9585294353571515,t02,couch potato,lower,0.7056596581032142
t02_s02,Sprint 3,29,362.0,0.5830770930259077,50–75%,34.0,0.9512546685340804,t02,hitchhiker,lower,0.36817757550817265
t02_s02,Sprint 3,29,362.0,0.5830770930259077,50–75%,34.0,0.9512546685340804,t02,good teammate,higher,0.36817757550817265
t02_s02,Sprint 3,29,362.0,0.5830770930259077,50–75%,34.0,0.9512546685340804,t02,good teammate,higher,0.36817757550817265
t02_s02,Sprint 3,29,362.0,0.5830770930259077,50–75%,34.0,0.9512546685340804,t02,good teammate,higher,0.36817757550817265
t02_s02,Sprint 3,29,362.0,0.5830770930259077,50–75%,34.0,0.9512546685340804,t02,good teammate,higher,0.36817757550817265
t02_s03,Sprint 1,32,64.0,0.7729883634522307,75–100%,132.0,0.8619885008545046,t02,good teammate,higher,0.08900013740227397
t02_s03,Sprint 1,32,64.0,0.7729883634522307,75–100%,132.0,0.8619885008545046,t02,good teammate,higher,0.08900013740227397
t02_s03,Sprint 1,32,64.0,0.7729883634522307,75–100%,132.0,0.8619885008545046,t02,good teammate,higher,0.08900013740227397
t02_s03,Sprint 1,32,64.0,0.7729883634522307,75–100%,132.0,0.8619885008545046,t02,good teammate,higher,0.08900013740227397
t02_s03,Sprint 1,32,64.0,0.7729883634522307,75–100%,132.0,0.8619885008545046,t02,good teammate,higher,0.08900013740227397
t02_s03,Sprint 1,32,64.0,0.7729883634522307,75–100%,132.0,0.8619885008545046,t02,good teammate,higher,0.08900013740227397
t02_s03,Sprint 1,32,64.0,0.7729883634522307,75–100%,132.0,0.8619885008545046,t02,good teammate,higher,0.08900013740227397
t02_s03,Sprint 2,43,102.0,0.5325434395312261,50–75%,83.0,0.707916581772411,t02,lone wolf,higher,0.17537314224118494
t02_s03,Sprint 2,43,102.0,0.5325434395312261,50–75%,83.0,0.707916581772411,t02,good teammate,higher,0.17537314224118494
t02_s03,Sprint 2,43,102.0,0.5325434395312261,50–75%,83.0,0.707916581772411,t02,good teammate,higher,0.17537314224118494
t02_s03,Sprint 2,43,102.0,0.5325434395312261,50–75%,83.0,0.707916581772411,t02,good teammate,higher,0.17537314224118494
t02_s03,Sprint 2,43,102.0,0.5325434395312261,50–75%,83.0,0.707916581772411,t02,good teammate,higher,0.17537314224118494
t02_s03,Sprint 2,43,102.0,0.5325434395312261,50–75%,83.0,0.707916581772411,t02,couch potato,lower,0.17537314224118494
t02_s03,Sprint 3,41,302.0,0.5090168489482514,50–75%,58.0,0.7645089784596789,t02,hitchhiker,lower,0.2554921295114275
t02_s03,Sprint 3,41,302.0,0.5090168489482514,50–75%,58.0,0.7645089784596789,t02,good teammate,higher,0.2554921295114275
t02_s03,Sprint 3,41,302.0,0.5090168489482514,50–75%,58.0,0.7645089784596789,t02,good teammate,higher,0.2554921295114275
t02_s03,Sprint 3,41,302.0,0.5090168489482514,50–75%,58.0,0.7645089784596789,t02,good teammate,higher,0.2554921295114275
t02_s03,Sprint 3,41,302.0,0.5090168489482514,50–75%,58.0,0.7645089784596789,t02,good teammate,higher,0.2554921295114275
t02_s04,Sprint 1,14,16.0,0.7879993762025013,75–100%,20.0,0.9489572416877105,t02,couch potato,lower,0.16095786548520918
t02_s04,Sprint 1,14,16.0,0.7879993762025013,75–100%,20.0,0.9489572416877105,t02,good teammate,higher,0.16095786548520918
t02_s04,Sprint 1,14,16.0,0.7879993762025013,75–100%,20.0,0.9489572416877105,t02,good teammate,higher,0.16095786548520918
t02_s04,Sprint 1,14,16.0,0.7879993762025013,75–100%,20.0,0.9489572416877105,t02,good teammate,higher,0.16095786548520918
t02_s04,Sprint 1,14,16.0,0.7879993762025013,75–100%,20.0,0.9489572416877105,t02,good teammate,higher,0.16095786548520918
t02_s04,Sprint 1,14,16.0,0.7879993762025013,75–100%,20.0,0.9489572416877105,t02,good teammate,higher,0.16095786548520918
t02_s04,Sprint 1,14,16.0,0.7879993762025013,75–100%,20.0,0.9489572416877105,t02,good teammate,higher,0.16095786548520918
t02_s04,Sprint 2,25,52.0,0.5096130276838281,50–75%,39.0,0.9207249780784167,t02,lone wolf,higher,0.4111119503945886
t02_s04,Sprint 2,25,52.0,0.5096130276838281,50–75%,39.0,0.9207249780784167,t02,good teammate,higher,0.4111119503945886
t02_s04,Sprint 2,25,52.0,0.5096130276838281,50–75%,39.0,0.9207249780784167,t02,good teammate,higher,0.4111119503945886
t02_s04,Sprint 2,25,52.0,0.5096130276838281,50–75%,39.0,0.9207249780784167,t02,good teammate,higher,0.4111119503945886
t02_s04,Sprint 2,25,52.0,0.5096130276838281,50–75%,39.0,0.9207249780784167,t02,good teammate,higher,0.4111119503945886
t02_s04,Sprint 2,25,52.0,0.5096130276838281,50–75%,39.0,0.9207249780784167,t02,couch potato,lower,0.4111119503945886
t02_s04,Sprint 3,47,245.0,0.8437430520375998,75–100%,105.0,0.9714123007999497,t02,hitchhiker,lower,0.12766924876234986
t02_s04,Sprint 3,47,245.0,0.8437430520375998,75–100%,105.0,0.9714123007999497,t02,good teammate,higher,0.12766924876234986
t02_s04,Sprint 3,47,245.0,0.8437430520375998,75–100%,105.0,0.9714123007999497,t02,good teammate,higher,0.12766924876234986
t02_s04,Sprint 3,47,245.0,0.8437430520375998,75–100%,105.0,0.9714123007999497,t02,good teammate,higher,0.12766924876234986
t02_s04,Sprint 3,47,245.0,0.8437430520375998,75–100%,105.0,0.9714123007999497,t02,good teammate,higher,0.12766924876234986
t02_s05,Sprint 1,31,218.0,0.6662478447105463,50–75%,51.0,0.8189904715042583,t02,good teammate,higher,0.15274262679371198
t02_s05,Sprint 1,31,218.0,0.6662478447105463,50–75%,51.0,0.8189904715042583,t02,couch potato,lower,0.15274262679371198
t02_s05,Sprint 1,31,218.0,0.6662478447105463,50–75%,51.0,0.8189904715042583,t02,good teammate,higher,0.15274262679371198
t02_s05,Sprint 1,31,218.0,0.6662478447105463,50–75%,51.0,0.8189904715042583,t02,good teammate,higher,0.15274262679371198
t02_s05,Sprint 1,31,218.0,0.6662478447105463,50–75%,51.0,0.8189904715042583,t02,good teammate,higher,0.15274262679371198
t02_s05,Sprint 1,31,218.0,0.6662478447105463,50–75%,51.0,0.8189904715042583,t02,good teammate,higher,0.15274262679371198
t02_s05,Sprint 2,57,247.0,0.4023739756192435,25–50%,28.0,0.5496363813281795,t02,lone wolf,higher,0.147262405708936
t02_s05,Sprint 2,57,247.0,0.4023739756192435,25–50%,28.0,0.5496363813281795,t02,good teammate,higher,0.147262405708936
t02_s05,Sprint 2,57,247.0,0.4023739756192435,25–50%,28.0,0.5496363813281795,t02,lone wolf,higher,0.147262405708936
t02_s05,Sprint 2,57,247.0,0.4023739756192435,25–50%,28.0,0.5496363813281795,t02,good teammate,higher,0.147262405708936
t02_s05,Sprint 2,57,247.0,0.4023739756192435,25–50%,28.0,0.5496363813281795,t02,good teammate,higher,0.147262405708936
t02_s05,Sprint 2,57,247.0,0.4023739756192435,25–50%,28.0,0.5496363813281795,t02,good teammate,higher,0.147262405708936
t02_s05,Sprint 3,98,793.0,0.6467749374055177,50–75%,31.0,0.787389486260454,t02,good teammate,higher,0.1406145488549363
t02_s05,Sprint 3,98,793.0,0.6467749374055177,50–75%,31.0,0.787389486260454,t02,good teammate,higher,0.1406145488549363
t02_s05,Sprint 3,98,793.0,0.6467749374055177,50–75%,31.0,0.787389486260454,t02,good teammate,higher,0.1406145488549363
t02_s05,Sprint 3,98,793.0,0.6467749374055177,50–75%,31.0,0.787389486260454,t02,good teammate,higher,0.1406145488549363
t02_s05,Sprint 3,98,793.0,0.6467749374055177,50–75%,31.0,0.787389486260454,t02,good teammate,higher,0.1406145488549363
t02_s06,Sprint 1,53,157.0,0.7091112977256846,50–75%,179.0,0.8844375537850573,t02,good teammate,higher,0.1753262560593727
t02_s06,Sprint 1,53,157.0,0.7091112977256846,50–75%,179.0,0.8844375537850573,t02,good teammate,higher,0.1753262560593727
t02_s06,Sprint 1,53,157.0,0.7091112977256846,50–75%,179.0,0.8844375537850573,t02,good teammate,higher,0.1753262560593727
t02_s06,Sprint 1,53,157.0,0.7091112977256846,50–75%,179.0,0.8844375537850573,t02,good teammate,higher,0.1753262560593727
t02_s06,Sprint 1,53,157.0,0.7091112977256846,50–75%,179.0,0.8844375537850573,t02,couch potato,lower,0.1753262560593727
t02_s06,Sprint 1,53,157.0,0.7091112977256846,50–75%,179.0,0.8844375537850573,t02,good teammate,higher,0.1753262560593727
t02_s06,Sprint 1,53,157.0,0.7091112977256846,50–75%,179.0,0.8844375537850573,t02,good teammate,higher,0.1753262560593727
t02_s06,Sprint 1,53,157.0,0.7091112977256846,50–75%,179.0,0.8844375537850573,t02,good teammate,higher,0.1753262560593727
t02_s06,Sprint 2,68,108.0,0.4793221801685725,25–50%,149.0,0.6373009885940509,t02,good teammate,higher,0.15797880842547846
t02_s06,Sprint 2,68,108.0,0.4793221801685725,25–50%,149.0,0.6373009885940509,t02,good teammate,higher,0.15797880842547846
t02_s06,Sprint 2,68,108.0,0.4793221801685725,25–50%,149.0,0.6373009885940509,t02,good teammate,higher,0.15797880842547846
t02_s06,Sprint 2,68,108.0,0.4793221801685725,25–50%,149.0,0.6373009885940509,t02,good teammate,higher,0.15797880842547846
t02_s06,Sprint 2,68,108.0,0.4793221801685725,25–50%,149.0,0.6373009885940509,t02,good teammate,higher,0.15797880842547846
t02_s06,Sprint 2,68,108.0,0.4793221801685725,25–50%,149.0,0.6373009885940509,t02,good teammate,higher,0.15797880842547846
t02_s06,Sprint 3,33,184.0,0.2664096821388488,25–50%,68.0,0.4145367938842203,t02,good teammate,higher,0.14812711174537152
t02_s06,Sprint 3,33,184.0,0.2664096821388488,25–50%,68.0,0.4145367938842203,t02,good teammate,higher,0.14812711174537152
t02_s06,Sprint 3,33,184.0,0.2664096821388488,25–50%,68.0,0.4145367938842203,t02,good teammate,higher,0.14812711174537152
t02_s06,Sprint 3,33,184.0,0.2664096821388488,25–50%,68.0,0.4145367938842203,t02,good teammate,higher,0.14812711174537152
t02_s06,Sprint 3,33,184.0,0.2664096821388488,25–50%,68.0,0.4145367938842203,t02,good teammate,higher,0.14812711174537152
t03_s01,Sprint 1,76,410.0,0.802529309521497,75–100%,51.0,0.7141747282877797,t03,good teammate,higher,-0.08835458123371731
t03_s01,Sprint 1,76,410.0,0.802529309521497,75–100%,51.0,0.7141747282877797,t03,good teammate,higher,-0.08835458123371731
t03_s01,Sprint 1,76,410.0,0.802529309521497,75–100%,51.0,0.7141747282877797,t03,good teammate,higher,-0.08835458123371731
t03_s01,Sprint 1,76,410.0,0.802529309521497,75–100%,51.0,0.7141747282877797,t03,good teammate,higher,-0.08835458123371731
t03_s01,Sprint 1,76,410.0,0.802529309521497,75–100%,51.0,0.7141747282877797,t03,good teammate,higher,-0.08835458123371731
t03_s01,Sprint 2,55,498.0,0.7917533793401889,75–100%,32.0,0.8389320861518226,t03,good teammate,higher,0.04717870681163372
t03_s01,Sprint 2,55,498.0,0.7917533793401889,75–100%,32.0,0.8389320861518226,t03,good teammate,higher,0.04717870681163372
t03_s01,Sprint 2,55,498.0,0.7917533793401889,75–100%,32.0,0.8389320861518226,t03,good teammate,higher,0.04717870681163372
t03_s01,Sprint 2,55,498.0,0.7917533793401889,75–100%,32.0,0.8389320861518226,t03,good teammate,higher,0.04717870681163372
t03_s01,Sprint 2,55,498.0,0.7917533793401889,75–100%,32.0,0.8389320861518226,t03,good teammate,higher,0.04717870681163372
t03_s01,Sprint 3,8,21.0,0.7637289186507936,75–100%,17.0,0.7894590822440087,t03,good teammate,higher,0.025730163593215116
t03_s01,Sprint 3,8,21.0,0.7637289186507936,75–100%,17.0,0.7894590822440087,t03,good teammate,higher,0.025730163593215116
t03_s01,Sprint 3,8,21.0,0.7637289186507936,75–100%,17.0,0.7894590822440087,t03,good teammate,higher,0.025730163593215116
t03_s01,Sprint 3,8,21.0,0.7637289186507936,75–100%,17.0,0.7894590822440087,t03,good teammate,higher,0.025730163593215116
t03_s01,Sprint 3,8,21.0,0.7637289186507936,75–100%,17.0,0.7894590822440087,t03,good teammate,higher,0.025730163593215116
t03_s02,Sprint 1,50,187.0,0.7711501262626262,75–100%,73.0,0.6890402346812877,t03,good teammate,higher,-0.08210989158133852
t03_s02,Sprint 1,50,187.0,0.7711501262626262,75–100%,73.0,0.6890402346812877,t03,good teammate,higher,-0.08210989158133852
t03_s02,Sprint 1,50,187.0,0.7711501262626262,75–100%,73.0,0.6890402346812877,t03,good teammate,higher,-0.08210989158133852
t03_s02,Sprint 1,50,187.0,0.7711501262626262,75–100%,73.0,0.6890402346812877,t03,good teammate,higher,-0.08210989158133852
t03_s02,Sprint 1,50,187.0,0.7711501262626262,75–100%,73.0,0.6890402346812877,t03,good teammate,higher,-0.08210989158133852
t03_s02,Sprint 2,32,100.0,0.7398002982901165,50–75%,54.0,0.8066946427825796,t03,good teammate,higher,0.06689434449246312
t03_s02,Sprint 2,32,100.0,0.7398002982901165,50–75%,54.0,0.8066946427825796,t03,good teammate,higher,0.06689434449246312
t03_s02,Sprint 2,32,100.0,0.7398002982901165,50–75%,54.0,0.8066946427825796,t03,good teammate,higher,0.06689434449246312
t03_s02,Sprint 2,32,100.0,0.7398002982901165,50–75%,54.0,0.8066946427825796,t03,good teammate,higher,0.06689434449246312
t03_s02,Sprint 2,32,100.0,0.7398002982901165,50–75%,54.0,0.8066946427825796,t03,good teammate,higher,0.06689434449246312
t03_s02,Sprint 3,23,53.0,0.8234008727283184,75–100%,43.0,0.6137862026270456,t03,good teammate,higher,-0.20961467010127277
t03_s02,Sprint 3,23,53.0,0.8234008727283184,75–100%,43.0,0.6137862026270456,t03,good teammate,higher,-0.20961467010127277
t03_s02,Sprint 3,23,53.0,0.8234008727283184,75–100%,43.0,0.6137862026270456,t03,good teammate,higher,-0.20961467010127277
t03_s02,Sprint 3,23,53.0,0.8234008727283184,75–100%,43.0,0.6137862026270456,t03,good teammate,higher,-0.20961467010127277
t03_s02,Sprint 3,23,53.0,0.8234008727283184,75–100%,43.0,0.6137862026270456,t03,good teammate,higher,-0.20961467010127277
t03_s03,Sprint 1,72,407.0,0.7347760190153854,50–75%,50.0,0.7299239951599327,t03,good teammate,higher,-0.004852023855452692
t03_s03,Sprint 1,72,407.0,0.7347760190153854,50–75%,50.0,0.7299239951599327,t03,good teammate,higher,-0.004852023855452692
t03_s03,Sprint 1,72,407.0,0.7347760190153854,50–75%,50.0,0.7299239951599327,t03,good teammate,higher,-0.004852023855452692
t03_s03,Sprint 1,72,407.0,0.7347760190153854,50–75%,50.0,0.7299239951599327,t03,good teammate,higher,-0.004852023855452692
t03_s03,Sprint 1,72,407.0,0.7347760190153854,50–75%,50.0,0.7299239951599327,t03,good teammate,higher,-0.004852023855452692
t03_s03,Sprint 2,31,108.0,0.7368841651412478,50–75%,41.0,0.6109980507358624,t03,good teammate,higher,-0.12588611440538533
t03_s03,Sprint 2,31,108.0,0.7368841651412478,50–75%,41.0,0.6109980507358624,t03,good teammate,higher,-0.12588611440538533
t03_s03,Sprint 2,31,108.0,0.7368841651412478,50–75%,41.0,0.6109980507358624,t03,good teammate,higher,-0.12588611440538533
t03_s03,Sprint 2,31,108.0,0.7368841651412478,50–75%,41.0,0.6109980507358624,t03,good teammate,higher,-0.12588611440538533
t03_s03,Sprint 2,31,108.0,0.7368841651412478,50–75%,41.0,0.6109980507358624,t03,good teammate,higher,-0.12588611440538533
t03_s03,Sprint 3,19,53.0,0.5835321158799778,50–75%,10.0,0.6492387979497354,t03,good teammate,higher,0.0657066820697576
t03_s03,Sprint 3,19,53.0,0.5835321158799778,50–75%,10.0,0.6492387979497354,t03,good teammate,higher,0.0657066820697576
t03_s03,Sprint 3,19,53.0,0.5835321158799778,50–75%,10.0,0.6492387979497354,t03,good teammate,higher,0.0657066820697576
t03_s03,Sprint 3,19,53.0,0.5835321158799778,50–75%,10.0,0.6492387979497354,t03,good teammate,higher,0.0657066820697576
t03_s03,Sprint 3,19,53.0,0.5835321158799778,50–75%,10.0,0.6492387979497354,t03,good teammate,higher,0.0657066820697576
